Ticket Number,Agent,Priority,Subject,Tags,Conversation Summary
5582,101095952946.0,2,Cintoo VR issue,"Cintoo VR, Cintoo Cloud, VIEWER-1149","Hi Jack,     A few things to check:  ​   1. Open this link in Firefox: https://immersive-web.github. | Tickets with IDs 5583 is merged into this ticket. | Merged from ticket 5583  
      Subject: RE: Cintoo VR issue  
      Description:  
 Hi Nicholas,
 
 | Jack and Lachlan,     Thanks for the additional information. I've done some tests on my end and can  | Leonardo Hidd Fonteles Martial Marchesseau Guillaume Hercod When viewing scans in VR mode via Firefo | Nicholas Czarnick maybe one check test to do, i remember one customer had to move the models from on | João-Carlos Pereira Fialho Yes I tested with models and scans in the same work zone, but the models  | Leonardo Hidd Fonteles Martial Marchesseau Guillaume Hercod Following up on this issue with our VR v | Nick, can you please check with a model that was imported before we released the BCM module, i.e., b | Leonardo Hidd Fonteles I just tested with my Oakland Train Station demo project with model imported  | Nicholas Czarnick the demo project is a subscription with BCM option so this case does not match wha | Martial Marchesseau  The intent was to test the Cintoo VR view functionality with a model file that  | Issue identified, ticket on our side is VIEWER-1149 | Jira issue status changed to Write Spec -(Benjamin Michel) added this comment | Jira issue status changed to QA Spec -(Benjamin Michel) added this comment | Jira issue status changed to Dev Review -(Mathieu Notheber) added this comment | Jira issue status changed to Ready -(Benjamin Michel) added this comment | Jira issue status changed to In Progress -(Automation for Jira) added this comment | Jira issue status changed to Code Review -(Automation for Jira) added this comment | Hi Nicholas,

Just following up to see if you know an ETA for fixing the VR issue?

Kind regards | Martial Marchesseau Leonardo Hidd Fonteles Guillaume Hercod Customer is asking for an ETA on the fix | Jira issue status changed to QA Validation -(Adrien Berthet) added this comment | The fix was deployed in dev last week, a bad status on the ticket delayed the release, unfortunately | Jira issue status changed to To be Integrated -(Mathieu Notheber) added this comment | Jira issue status changed to In Dev -(Mathieu Notheber) added this comment | Jira issue status changed to Validated -(Mathieu Notheber) added this comment | Adrien Berthet Thanks for the update! Let me know when this has been deployed and I will let the cus | Hi Jack,    We've identified the issue and should have a fix deployed soon. I will let you know as s | Jira issue status changed to Closed -(Martial Marchesseau) added this comment | The fix has just been deployed to production. "
5581,101053189816.0,2,Fwd: APAM CINTOO Spaces,"shared url, Cintoo Cloud","Nicholas Czarnick I now that shared links cannot be deleted by the customer can we delete these?  | John Tapia For WebApp team | Leonardo Hidd Fonteles Martial Marchesseau Customer is requesting a shared link be deleted   | I've just created a request to our SRE team to set these shared links as deleted.  [SRE-1838] Reques | The query has just been executed in prod environment. Please confirm with the customer. | Hi Michael,    We have completed the requested and would like to verify with you. Can you please che"
5580,101037953612.0,2,Renewal for Beard Int,Billing,"Alex Galvan      Hello,  Invoice sent  Follow-up sales adjusted     Cheers,     Caroline"
5578,101037953612.0,2,FW: Cancelation Voyansi - monthly subscription,"Billing, Subscription cancellation","I concur 110% with you on Vayansi.!

Let see if I can get some clarity regarding their decision. I | Luis Graterol   Hello,     Subscription cancelled on February 16, 2024.  Follow-up sales & Orion adj"
5577,101053189816.0,2,Re: Quick question,"Cintoo Cloud, Export Panos","Hi Justin,    Can you provide the error code that you are getting when downloading.     A screenshot | I'll replicate it again this afternoon but I don't think I received an error code, just a notificati | Hi Justin,    If you can can you do a screen recording to see what is happening?       John Tapia  T | John, don’t hesitate to try the use case as well on a demo project to see if the problem is general. | Hi Justin,    Can you give me access to the project john.tapia@cintoo.com I will try and see what my | João-Carlos Pereira Fialho, someone from BP was having trouble with the Export ... I don't know if y | Ange Abou John Tapia Hi Ange, i retained the lesson to appy the rules, so i'm not jumping in utnil i | João-Carlos Pereira Fialho  … I get the point. I thought he was one user of the accounts you're foll | Ange Abou Hi, yes BP is one of my CSM portfolio customers, however as i'm alone as CSM for Rest Of T | João-Carlos Pereira Fialho, yes please. You can tell him that the support ticket has been transferre | Hi Justin,     Hope you are fine.  Your ticket has been pushed to me by my colleague John.  Concerni"
5576,101021676703.0,2,RE: Cintoo Alert,"Cintoo Cloud, Admin","Hi Julie,     Checking from my end, I do not see the C51-01417B (https://aec.cintoo.com/projects/bim | Thanks a lot !

________________________________
JULIE BÉTIT
Associée / Directrice au service Ca"
5574,101021676713.0,2,RE: Cintoo Capacity,"Cintoo Cloud, Account","Ange Abou Leonardo Hidd Fonteles Who would handle this to check the capacity changes on the customer | Hi Nicholas,    Well will look into this issue       John Tapia  Technical Support Manager  www.cint | Caroline,     I believe we sent over an invoice late last year to Nick Peterson late last year to co | Question sent to Caroline by Steve.  | Hello,     I changed their account (second plan) scan capacity from 25,000 to 27,000 on November 29, | Caroline Noel I can see in the logs that you indeed tried to update the capacity to 27000 back in No | Understood. In the email chain between Nick and Luis in the first note, they both stated the Exxon a | Hi Steven,      They do have 30,000 scans split into two plans.  Tell me if there's anything to be d | Caroline,     In the previous ticket regarding this issue, I believe the goal was to not only merge  | Hi Nick,    I reached out to my team and you should have 30k scans between two plans. Can you confir"
5573,,2,Automatic reply: [EXTERNAL] Re: Mesh Download Issue,Invalid,
5572,101053189816.0,2,Report,"Cintoo Cloud, Reports","Hi Nisarg,    It is possible to generate usage reports for different projects as an Account Admin.   | Hi John,
We are after the Project specific Report from users when they viewed the Cintoo data inclu | Hi Nisarg,    I will attach a link about who our usage report works to get a better understanding. I | Nicholas Czarnick We dont really have a way to be project specific in the usage reports do we? | John Tapia Project specific data can be displayed just by filtering the Usage Report by project: | Hi Nisarg,    Project specific data can be displayed just by filtering the Usage Report by project: "
5571,101037953612.0,2,FW: Demande d'achat - Commande CINTOO du 16/01/2024 - Récap,Billing,"Simon Shaw      Thanks Simon,     Invoice sent  Follow-up sales adjusted     Cheers,     Caroline"
5568,,2,FW: More Capacity,,"Simon Shaw      Hello Simon,   Invoice sent  Follow-up and Orion adjusted.       Cheers,     Caro"
5567,101037953612.0,2,FW: 2786 Bestellung zum Angebot vom 10.01.2024,"Billing, AEC-5726","Nice job Petra!


Rob Rasnic
Chief Sales Officer
[cid:image005.jpg@01DA4852.C62FCAF0]<https://d | Petra Doucet   Hello order processed  Follow-up sales & Orion adjusted | Petra Doucet I see that there's custom domain + branding for this client, but I don't see the elemen | Leonardo Hidd Fonteles customer is working on the required elements for custom branding and will sen | I just created the domain https://nikotec.cintoo.cloud which can be used already Custom branding wil | @Petra, the custom branding is under QA validation, should most probable be deployed yet this week,  | Jira issue status changed to In Progress -(Claire Onidi) added this comment | Jira issue status changed to Code Review -(Laurent Llorca) added this comment | Jira issue status changed to QA Validation -(Laurent Llorca) added this comment | Jira issue status changed to To be Integrated -(Claire Onidi) added this comment | Jira issue status changed to In Dev -(Automation for Jira) added this comment | Jira issue status changed to Validated -(Claire Onidi) added this comment | Jira issue status changed to Closed -(Cintoo Bot) added this comment"
5565,101037953612.0,2,PO036894 : V01226 - Cintoo US Inc.,Billing,"Thank you Naomi,

Can you please provide the email address of the end user?

Best regards,

Da | Daniel Chamorro      Hi Daniel,   I'll wait for the creation of the trial account before processing  | Hi Daniel

Apologies, email address to use trimble.office@nepean.com<mailto:trimble.office@nepean. | Hi Caroline,

I created the trial for the UPG order: trimble.office@nepean.com<mailto:trimble.offi | Hi Daniel,     I cannot see this trial account on Orion.  Can you ask the customer if he has accepte | Hi Daniel,     Trial account created  Invoice sent  Follow up sales & Orion adjusted"
5564,101037953612.0,2,PCL Renewal,Billing,"Hello Alex,     Invoice sent  Follow-up sales adjusted  Cheers,     Caroline"
5562,101053189816.0,2,Cannot add user to project,"permissions, Cintoo Cloud, Projects","Hi Erik,    You do not have the ""add user"" button available because you do not have the necessary pe | John, great! Don’t hesitate to send as well the corresponding knowledge base article. "
5561,101037953612.0,2,PO for Concordia,Billing,"Alex Galvan      Hello Alex,     Invoice sent.  Follow-up sales adjusted     Cheers,     Caroline"
5559,101037953612.0,2,FW: Cintoo EUR-0770 Upgrade my Cintoo Subscription Capacity,Billing,"Simon Shaw      Thanks Simon,,     Invoice sent  Follow-up sales & Orion adjusted"
5557,101093299571.0,2,[NavVis IVION] Error importing IVION E57,"Cintoo Connect, Import Unstructured Scans","The E57 contains 1 pano ( with all infos, so it should import, no?) | Hi João-Carlos Pereira Fialho      Is it a terrestrial laser scanner ?  Also, can he send us an imag | When I test, I recieve the following error dialog    If it is a mobile, can user send us the Scannin | It's a mobile scan, made with a NavVis VLX. Data has been treated with NavVis IVION.  They import wi | João-Carlos Pereira Fialho  Ok, thank you. I thought e57 structured scans also have the ""Support"" fo | Hi João-Carlos Pereira Fialho, It seems that back in the day, we were told an Ivion e57 file is only | Hi Marcel,    In fact as of today, we have a minimum of 2 panos (positions) needed in the E57 from I | Hi João-Carlos,

Exporting a E57 crop with at least positions/panos doesn’t work. We included an e | João-Carlos Pereira Fialho   Can the user send us the e57 with two dataset ? This notion of dataset  | João-Carlos Pereira Fialho Any update on this ticket  | Omar Zerhouni Just wanted to check back on this ticket to see where we are at with the Jira Ticket I | Ticket is not scoped on the roadmap for the moment. How urgent is it ? | João-Carlos Pereira Fialho Is this ticket Urgent as it is not in the roadmap? I see the priority is  | John Tapia I changed the ticket Priority to Medium. | I will be closing the ticket as the implementation will occur later in the roadmap."
5554,101026576803.0,1,7xdj8_Model Importer_Incident report,"Import Model, ACC, Cintoo Cloud","Fyi | Leonardo Hidd Fonteles I see that you were notified should we place this in investigation or close t | Nicholas Czarnick João-Carlos Pereira Fialho Just checking to see if you are working on this ticket  | John Tapia Bouygues is not a large account so technically it is not assigned to a CSM. In this case, | John Tapia I will take care of this as bouygues-es is a prospect that I've trained 2/3 weeks ago  | Any word on this ticket | John Tapia Setting this ticket to closed for now. This is just a proactive approach we are using to "
